Tract,Pct_Moved_In_County,Pct_Moved_Diff_County,Pct_Moved_Diff_State,Pct_Moved_Intl
237401,6.2,0.3,0,0.6
237402,6.9,0,0,0
237500,6.4,0.3,0,0
237600,8.5,0,1.5,0
237710,9.1,0,0,0.8
237720,12.1,2.7,0,0
237800,8.2,0,0,0.9
237900,13.3,0.2,0.6,0
238000,7.7,0,0.2,0
238100,13.5,1.9,1.7,0
238200,5.6,0,0.4,1
238310,14.4,0.4,0,0
238320,5,0,3.5,0
238400,6.3,0,1.3,1.6
239201,9.7,0,2.1,1.1
239202,11.9,0.6,0,0
239310,11.2,0,0,0.6
239320,11.4,0,0.1,0.7
239330,9.6,0,0.5,0
239501,9.5,0,0,0
239502,9.5,0.3,0,0
239601,5.6,0.7,0.2,0.2
239602,10.2,0.2,0,0.9
239701,8.5,0,0.9,0.3
239702,12.8,0.8,0.4,0
239801,15.6,3,0,0.4
239802,9.7,0.3,0.3,0
240010,11.2,0,0.4,1.5
240020,9.8,0.5,0.5,0.5
240200,5.4,0.4,0,0
240300,15.7,1.9,0.1,0.5
240401,3.5,0,0,0
240402,6.9,0.5,0.8,0
240500,19.4,0.3,0.5,0
240600,10.6,0,0,0
240700,9.2,0,0.3,0
240800,9.2,0,0.7,0.4
240900,3.6,0,0,0
241001,6.6,0,0.4,0.9
241002,4.5,0,0.6,0
241110,15.3,0,0,0
241120,17.1,0.5,0,1.2
241201,8.4,0.9,0.6,0
241202,12,0.9,0.7,0
241300,3.2,0,0.3,0
241400,13.6,0.1,2.2,0
242000,9.9,1.5,0,0
242100,8.3,0.3,0.3,0
242200,12,0.1,1.2,0
242300,7,0,0,1.1
242600,3.8,0,0.2,0.5
242700,5.9,0,0.3,2.4
243000,6.9,0.8,0.4,0
243100,5.4,0.1,0.4,0
261101,6.4,0.2,1.8,4.7
261102,8.3,0,1.6,3.2
261200,10.1,0.4,0.6,0
262100,4.3,0.6,0.1,0.8
262200,8,0.9,1.6,0
262301,12.9,2.6,4,0.8
262302,5.5,2.1,4.6,0.5
262303,7.5,0,2.1,0
262400,10.6,0,0.6,0
262501,8.4,0.4,0.2,0
262601,12.2,0.1,3.1,0.8
262604,14.8,0,0.3,0
262704,14.5,0.7,2.8,0
262706,4.3,1.3,2.1,0
262802,7.4,2.1,1.5,0.5
264000,11.1,0.2,2.5,0.1
264102,13.6,0.5,5.6,3.2
264103,10.8,4.4,4.2,0.9
264301,23.5,1.6,9.4,2.7
264302,9.8,0.8,2.5,0
265100,8.4,0.4,2.9,0
265201,15.6,9,3.8,3.7
265202,19.5,7.4,3.6,5.5
265301,49,30.8,7.8,8.8
265303,47.2,7.3,3,3.7
265304,48.1,8.8,1.9,6.9
265305,39.1,12.4,4.8,7.6
265410,8.5,0.1,5,6.5
265420,13.7,3.4,1.5,0.8
265510,19,6.3,1.5,12.3
265520,17.8,4.3,4.5,3.8
265601,14.8,0.7,3.9,5.3
265602,11.6,4.2,1.9,1.2
265700,7.9,1.4,0.9,0.2
267100,7.5,1.1,3,0.6
267200,15.2,1.3,3.3,2.2
267300,14.7,1.2,3.7,1.4
267402,15.1,2.4,0.9,1.4
267403,15.1,3.6,2.7,1.7
267404,14.4,3.2,4.7,3.1
267501,9.1,0.4,2.8,3.5
267502,24.4,2.4,0.6,0.3
267600,6.4,2.8,0.8,0.6
267700,10.7,3.8,3.4,1.4
267800,7.9,2.3,1.8,0.7
267901,9.9,0.4,2.3,0.4
267902,13,2,0.7,0.6
269000,6.8,0.5,2.3,1
269100,7.7,1.4,2.6,1.1
269300,2.9,0.6,1.3,0.8
269500,5,0.2,0.8,0
269601,15.2,0.2,0.3,0.3
269602,8.5,1.1,1.9,0.6
269700,8.5,0.6,1.2,0
269800,16.2,0.7,2.2,3
269903,9.8,2.1,4.9,1.7
269904,14.2,4.3,3.2,2
269905,7.7,4.3,2.8,1.2
269906,9.7,1.5,3,1.6
269907,8.2,1.3,1.9,2.4
270100,7.8,1.6,1.7,3
270200,5.3,1,1,0.3
270300,5,0,1.1,0.2
271100,6.4,1.6,2.3,0.3
271200,11.2,0.6,2.2,0
271300,14.4,1.8,2.5,0
271400,4.6,0.4,1.1,0
271500,10.6,1,2.1,0.5
271600,16.9,4.3,1.7,5
271701,6.6,2.7,7.5,0
271702,16.4,0.6,3.9,6.2
271801,10.8,1.8,1.8,1.4
271802,5.8,0.2,2.7,0
271901,8.8,2.6,2.1,2.4
271902,9.3,1,1.4,1.1
272100,14.1,0.5,1.9,0.2
272201,19,1.3,2.1,0.6
272202,7.8,0.6,2.7,0.6
272301,14.5,0.3,1.6,2.2
272302,8.4,1.3,2.5,1.3
273100,8.8,1,2.1,0.3
273200,12.8,0.3,1.9,0.2
273300,10.2,0,3.2,0.4
273402,11.6,0.6,2.2,1.5
273502,11.1,2.8,6.7,1.6
273600,10.2,0.8,4.1,3.1
273700,6.9,0.9,2.1,0.2
273800,14.3,0,1.6,0.3
273902,12.6,0,6.5,2.4
274100,17.4,1.7,4.8,4.8
274202,4.9,2.5,5.8,0.3
275101,5.6,0.6,1.7,0.4
275102,4.2,0.5,0.8,0.9
275200,10.3,1.2,1.3,1.9
275302,16.8,0.8,1.4,1.5
275311,11.4,3.8,1.9,0.9
275400,10.7,2.5,6.6,0.7
275500,7.8,0.2,0.8,1
275602,16.3,7,4.5,1.6
275603,8.5,0.7,0.6,3.2
276000,9.4,0,0.7,0
276100,14.1,4.3,3.6,0.5
276400,11.7,0.3,0.6,0.3
276500,21.8,9.5,6,3.9
276601,10.5,1.4,1.4,0.3
276603,17.9,4.9,1.4,0.4
276604,13,2.4,3.7,0.8
277000,4.5,0.4,0,0
277100,5.6,0,2.1,0.7
277200,23.2,4.6,1.7,1.1
277400,17.8,0,0.4,0
278001,15.2,1.1,0.9,0.7
278102,9.5,0.5,4.7,1.3
291110,5.2,0,0,0
291120,1.8,1.1,0.3,0.6
291130,5.3,0.9,0,0
291210,10.9,0.7,1.4,0
291220,12.7,0,0.5,0
291300,7.9,0,0,0
292000,7,1,0.2,3.6
293201,11.2,0.3,1.8,0.4
293202,12.6,0.9,0,0.4
293301,3.4,1.3,0.3,0.6
293302,9.3,0,1.1,1.2
293304,5.3,1.3,2,0.7
293306,10.5,0.5,0,0.4
293307,6.8,0.3,0,1.1
294110,4.1,0.9,0,0
294120,16.5,0,1,0.4
294200,8,0.6,0.6,0
294301,1.9,0.5,0,0.3
294302,5.8,0,0.3,0
294410,18.6,0.4,0,1.4
294421,10.8,0.7,1.3,0
294510,3.8,0,0,0
294520,7,0.4,0.2,0
294610,9.9,0.5,0,1.1
294620,2.9,0.3,1,0
294701,10.4,0.6,0.6,0.3
294810,6.9,0,0.8,0
294820,11.9,0.3,1.5,0.4
294830,4.9,0.5,0.2,0.7
294900,4.3,0,1.5,1.8
295103,8.7,0.8,0.6,0.7
296210,9.1,0,1.7,0.5
296220,6.9,1.4,1.2,0.2
296300,10.3,1.2,1.3,0
296401,6.6,3.4,0.3,0
296402,7.2,0,0,0
296500,5.9,0.4,0,0
296600,20.7,0.7,0.4,1.5
296901,8.3,4.8,0.5,0
296902,10.8,0,0,0.7
297000,15.4,1.8,0.7,0.3
297110,17.4,1.3,0.7,0
297120,14,0.4,0.8,0.4
297201,11.7,0.3,3.2,0
297202,6.6,1,1.1,0
297300,3.7,2.2,9.8,0.6
297400,2.5,0.8,1.7,0.6
297500,12.7,0,0.8,0.8
297601,12.1,4.7,2,0
297602,12.4,2.4,1,2.6
300100,2.5,1.2,0,0.7
300200,7,0.3,0.6,0.9
300301,8.3,1.1,0.2,0.3
300400,14.8,0.9,0.8,1.4
300501,7.7,1.8,0,0
300502,5.8,1.1,1.6,1.4
300600,8.1,3.6,0,0.2
300701,5.9,0,0.5,2.4
300702,4.4,0.2,0.8,1.4
300800,10.5,0.3,2,0.2
300901,6,0,1.5,0.3
300902,4.7,1.5,0,0.6
301000,12,0.7,0.3,0.5
301100,5.2,0.9,0.4,2.4
301203,12.8,0.9,1.6,2.2
301204,12.2,4.2,3.5,4.9
301205,4.4,1.5,0,0
301206,7.3,1,0.7,0
301300,4.4,0,1.6,0.8
301400,2.9,0.3,1.1,0
301501,0.8,0,0,0.4
301502,10,1.1,0.6,0.4
301601,9.9,0.4,0,1.7
301602,17.6,0.4,0.2,0
301701,6.2,0.2,0.5,0
301702,5.8,0,0.7,2.1
301801,8.3,1.2,1.6,0.9
301802,8,0.7,0.2,0
301900,10,0.4,1.9,3.5
302002,15.7,0.9,0.6,1.6
302003,4.7,0.2,0.6,2.7
302004,6.3,0.2,0.7,1.8
302102,8.1,1.1,1.7,0.4
302103,9.2,0.8,1.3,4.6
302104,15.3,3.5,2.6,1.6
302201,12.2,0.3,4.3,1
302202,6.1,0.2,0,2.7
302301,10.6,4.1,5.9,3.6
302302,5,1,1.2,2
302401,7.9,0,0.9,4.5
302503,7.5,0,0.4,2.3
302504,9.4,0,0.5,1.1
302505,4.3,0.5,0.8,0.4
302506,7.3,0.2,0.3,1.7
310100,4.7,0,1,0.4
310201,4.9,0.2,1.2,1.9
310202,4.2,2.1,1.5,2
310300,9.5,1.1,0,0
310400,10.3,1.5,0.3,3.2
310501,10.8,2.1,0.6,1
310601,11.6,0.4,1.6,2.1
310602,4.3,0.9,0.2,2.6
310701,12.8,2.1,0,5.4
310702,4.1,1.1,6.4,0
310703,8.2,1.8,1.2,0.7
310800,6.2,0.3,1.2,0.6
310900,9.1,0,0.6,0.6
311000,4.1,0.8,0,0
311100,3.4,0.6,0,0
311200,11,0.2,0.1,0.3
311300,4.3,0.3,0.6,0.6
311400,8.3,0.6,3,0
311500,8.3,0.8,3.6,1.9
311600,11.3,0.8,8.9,4
311700,6.2,0.8,4,0.8
311801,11.9,0.5,1,3.5
311802,6.9,0.3,0.3,1.1
320000,-,-,-,-
320100,3.3,1,2.8,0.2
320201,5.8,0.7,0.3,0
320202,5.9,0.2,0.3,0.9
320300,5.4,1.3,0.1,0
400204,4.7,1.9,0.7,0.8
400205,7.5,0.3,2.4,1.2
400206,3.6,2.2,0.9,0.4
400207,3.7,0.7,1.4,0
400302,7.7,2.3,0.2,0
400304,12.1,3.5,0.6,3.7
400402,3.3,1.4,2.6,0
400403,8.8,4.4,0.5,0.7
400404,14.7,0.3,1.1,0
400501,2,1.2,3.9,0
400602,8.1,0.9,0.7,0.3
400603,7.8,1.9,0,0.3
400604,2,1.5,0.3,0.1
400800,15,11.1,4.8,2.5
400900,14.1,0.4,0.3,0
401001,0,0.2,0.5,0
401002,7.2,2,1.8,1.5
401101,8.7,0.7,0.2,0
401102,13.1,5.9,0.7,0.3
401201,2.6,3.7,0,0
401202,8.3,2.3,0.1,0.1
401203,9.9,1,1.5,0
401303,6.9,0,0,0
401304,4.3,3.2,0,0.4
401311,11,3.7,1.2,0
401312,9.4,1.7,0.4,0
401500,10.4,4.5,0.3,1
401601,7.1,0.6,1.7,0.7
401602,13.1,2.6,2.3,0.2
401603,8,2.4,0.4,0
401701,6.3,1.6,1.3,0.5
401703,13.4,4.4,4.1,0.2
401704,8.2,4,2.1,0.9
401800,8.8,6.3,1,1.4
401901,16.2,13.1,9.8,2
401902,4.4,5.1,4.1,0
402001,5.7,8.4,1.4,0
402002,11.9,6.3,0.8,0
402101,11.1,5.5,0.3,0.2
402102,7.6,3.3,1.7,0
402200,13.5,3.4,2.5,0.4
402301,7.6,1.5,0.2,0
402303,7.8,4.6,0.5,0
402304,12.8,1.5,1.2,0.2
402402,13.8,5.5,1.4,0
402403,13.2,5.9,1.5,1.5
402404,21.2,33.7,4.2,3.8
402405,7.3,1.1,0,0
402406,5.6,2.8,0.7,0.1
402501,8.5,4,0,0.1
402502,12.4,3.3,0.2,0.6
402600,13,2.3,0.9,0
402702,13.7,5.7,2.8,2.2
402703,10.9,2.8,0.6,0
402705,5.5,1.3,0,0
402706,8.8,3.2,0,1.1
402801,17.5,0.8,0,0
402803,12.9,3.7,0.3,0
402804,9.7,4,0.4,1.3
402902,14.9,5.9,0,0.3
402903,8,3,0,1.4
402904,2.3,3,0,0.3
403000,6,1,0.2,0
403200,32,1.9,0,0
403303,7.7,0.2,0.3,4.6
403304,3.9,1.3,0.4,0.3
403305,7.3,2.6,5.9,1.8
403312,2.7,0.2,0.2,0.7
403316,8.2,4.7,1.2,0.4
403317,6.7,0.8,0,0
403318,7.1,2.3,0.3,1.1
403319,8.1,3.1,0.9,2.3
403320,7.3,0.6,0.6,1.2
403321,5.7,1.8,0.7,2.3
403322,5.7,2.5,0.4,0.6
403323,5.4,1.9,0.3,2.9
403324,4.5,1,1.4,0.6
403325,3.2,3.1,0.3,1.1
403401,9.7,4.4,0.2,0.2
403402,3.7,1.2,0.8,1.4
403403,4.3,2,0.7,0.6
403404,4.1,0.5,0,2.6
403405,3.1,0.4,2.5,0.8
403406,5,3.2,0.9,4.1
403407,2.7,0,0,1.1
403408,5,1.2,0.2,1
403500,11.2,2.8,0.9,0
403600,5.1,8.9,1.8,0.2
403702,3.8,2.9,0,0.1
403703,5.5,1.7,0,1
403721,4.3,0.6,0,0
403722,9.9,1.5,0.3,0.2
403801,10.1,0.5,0.4,0.4
403802,13,1.4,0.3,2.8
403901,11.2,0.9,0.2,0.7
403902,10.2,3.5,0,0.5
404000,8.5,1.9,0.5,2.5
404100,5.4,0.2,0.8,0
404201,4.7,0.8,0,0.3
404202,9.8,6.3,2.4,1.2
404301,8.9,0.4,0.2,0
404302,3.7,5.3,0.9,1.1
404401,2,0.8,0,0
404402,4.6,0.4,0,0
404501,6.1,1.5,0,0.5
404503,6,0.3,0,0
404504,5.4,0.1,1.7,0.3
404600,2.8,0,0,0.5
404701,3.6,0.1,0.3,0
404702,4.7,0.5,0.2,1.3
404703,5.3,1.5,0,0.2
404801,5.5,1.7,0.6,0.8
404802,15.5,1.2,0.1,0.2
404803,4.3,0.5,0,0
404901,5.2,0.2,0,0
404902,4.7,0.3,0.4,0.1
404903,7.1,1.8,0,0.4
405001,2.1,0.1,0,0.2
405002,1.5,0,0,0.8
405101,5.5,0.6,0,0.3
405102,8.2,0.7,0,0.5
405201,10.9,0.1,0.4,0.6
405202,3.1,2.1,0,0.3
405203,0.7,0.5,0,0.6
405301,9.6,2.6,0,0.3
405302,8.4,0.7,0.2,0.5
405400,6,0,1,0
405500,4,0.1,0,0
405600,5.2,0.4,0.3,0
405701,6.8,0.2,0.9,0
405702,15.3,0.8,0.3,0.2
405800,6.7,1.6,0.2,0.5
405900,6.9,4.3,0.6,0.6
406000,7.5,2.9,0.3,0
406101,11.6,5.3,0,0
406102,12.5,3.3,0,0
406200,11.2,1.8,0.2,2.9
406300,13.7,0.3,0.4,0.4
406402,4.9,0.1,0.6,1.2
406411,9.4,0.6,0.6,1
406412,1.7,1.9,0.4,0
406500,6.2,0.6,0.6,0.5
406601,4.4,0.4,0.3,0
406602,13,1,0,1.5
406701,4.6,1.7,0.6,0.7
406702,13,2.4,1.3,0.5
406800,4.8,1,0.8,0.6
406901,11.8,0.8,0.3,0
406902,9.1,0.4,1,0.5
407001,6.7,0.4,0,0
407002,4.3,1,0.2,0.4
407101,7.4,0,0,1
407102,10.4,0,0.1,0.3
407200,6.1,0.1,0.4,0
407301,5.8,0.3,0,0
407302,2.8,0.2,0,0
407400,5,0.3,1.4,2.9
407501,7.8,0.1,1.2,1.2
407502,7.3,0,0.3,0.4
407601,6.6,0.3,0,2.2
407602,5.2,1.4,0.1,2.2
407701,6.1,0.5,0.4,0.1
407702,2.6,0.1,0.3,0.8
407801,4.2,0.2,2.1,0
407802,2.8,1,0.1,0.6
407900,4.8,0,0,0
408003,11.2,1,0,0
408004,7.2,0.7,0,0.8
408005,16.4,1.6,1.5,0.6
408006,9.4,0.2,0,0.5
408133,12,1.6,2.1,0.6
408134,10.6,0.6,0,0.6
408135,11.1,0.2,0.5,2.5
408136,6.5,4.5,0.4,0.3
408137,16.7,2,1.1,0.8
408138,6.8,1.5,0.4,0.3
408139,7,0.3,0.2,0.3
408140,4.1,0.3,0,0
408141,5.5,0.3,0,1
408202,3.1,1.2,0,0.3
408211,9.5,2.4,0,2.7
408212,10.8,0,0,1.8
408301,1.4,0,0,0.4
408302,1.9,0,0,0.4
408303,4.8,3.6,1.6,0
408401,6,0.5,0,0
408402,7,0.3,0.2,0.3
408501,7.7,0,0,0.3
408503,1.9,0.4,0.7,0.5
408504,7.1,0.3,0.8,0
408505,1.9,0.6,0.8,0
408623,2.1,1.2,0,2.9
408624,2.6,0.1,0.3,0
408625,6.1,1.7,0,3.5
408626,12.7,0.9,0,7.5
408627,3.9,0,0,0.8
408628,7.2,1.7,0.4,1.6
408629,3.6,0.8,0.2,0.7
408630,6.1,0,0.7,0
408631,4.9,0.2,0.6,1.7
408703,3,1.9,0.2,1.2
408704,4.5,3.1,0,1.6
408705,2.3,0.7,0.2,3
408706,1.2,0,0,5.1
408722,5.4,0.4,0,4.9
408723,4.5,1.4,2.1,0.9
408724,15.9,1.5,0,0.9
408800,17.9,9.4,2.9,2.4
430002,8.8,1.1,0.2,0
430003,4.6,0.7,0.3,0.3
430101,10.9,0.1,0,0
430102,3.9,0.1,0.7,0
430200,3.4,1.4,5.2,1.7
430301,5.1,0.2,0.2,1.8
430302,5.1,0.8,0,0.5
430400,6.4,0.9,1.2,2
430501,6.1,0,0.4,0
430502,8.3,2.2,1.5,0.7
430600,6.6,0.9,0.6,1.6
430701,6.4,3.1,1.5,2.3
430721,3.7,0.4,2.1,1.8
430723,7.6,1.3,1.2,3.2
430724,8.1,0,0.1,2.1
430801,5.8,0.5,1.7,7
430802,12,0.8,1.3,0
430803,2.1,0.2,0.5,0.7
430901,6.9,1.3,0.2,1.2
430902,14.5,0.1,0.8,0.9
431001,10,0.8,0.2,0.8
431002,8.5,0.5,1.5,2.1
431100,7.8,0.4,0.4,0.8
431200,2.7,0.3,0.5,0
431300,9,2.1,1.6,0
431400,5.6,0,0.6,2.4
431501,7.7,4.4,0.2,2.5
431502,7.4,1.2,0,1.4
431600,2.7,0,0.3,1.2
431700,4.1,0.8,0,2.7
431800,5.7,1.6,0.4,3.1
431900,6.5,0.8,0.8,2.8
432000,3.2,0,0,0.3
432101,2.2,0.3,0.4,0.2
432102,2.5,1.4,0.9,1.9
432201,7.9,0,0.2,3.6
432202,7.9,0,0,0
432300,3.9,0,0.2,0
432401,5.6,0,0.3,2.3
432402,4.1,0.3,0.3,0
432500,5.6,0.4,0,0.2
432601,2.8,0.5,0,0.3
432602,2.7,0,0.3,0.2
432700,2.5,0.5,0,0
432801,2.1,0,0,0
432802,7.6,0,0,3
432901,5.4,0,0,0.2
432902,4.2,0.3,0,0.1
433101,2.9,0,0.2,0.4
433102,1.7,0,0.8,0
433200,7,0.5,0.2,0.3
433302,2.5,0.1,0,1.5
433304,4.8,1.8,0,0
433305,6.1,0.3,0,0.8
433306,3.4,0,0,0.7
433307,2.8,2,1.6,0
433401,2,0,0,0.5
433402,4.9,1,3.3,1
433403,3.6,0.3,0,1.6
433501,7.1,0,0,0
433503,6.9,0,0.2,0.5
433504,3.3,0.1,0.4,0
433601,3.2,0.5,0.2,0
433602,4.7,0,0.5,2.3
433700,6.8,0,0,0
433801,0.9,0.2,0,0.4
433802,6.9,1,0,0
433901,2.8,0.4,0.1,0.8
433902,2.5,0,0,0.4
434001,4.1,0.8,0,0
434003,2.9,0,0,1.1
434004,9.2,0,0,0
460000,6.6,0.6,0.4,1.3
460100,6.3,0,0.7,0
460200,3,0.4,1.1,0
460301,5.2,0.2,0.5,0
460302,7.5,1.2,0,0
460401,9,1,0.3,0
460501,5.3,0.9,0.3,1.5
460502,10.1,0.6,0.3,1.3
460600,6.5,0.4,2.5,0.4
460700,3,0.7,0.8,0.9
460800,2.8,0.3,1.9,0
460900,3.3,1.7,0.3,0.2
461000,2.9,0.4,0.6,0.4
461100,14.8,1.4,0.5,0.2
461200,3.5,0.5,0.2,0
461300,10.6,1.4,0.9,1.1
461400,12.8,0.3,0.6,0.9
461501,3.6,0.4,0,0.2
461502,12,0.7,1.3,0.3
461600,4.2,0.6,1.1,0
461700,10.8,0.3,1.3,0
461901,13.1,0.5,3.1,0.2
461902,15.7,5,5.6,1
462001,4.6,0.7,0.3,0.5
462002,5.6,0,0,0.5
462100,7.5,0.3,1.8,0
462201,9.6,2.1,2.1,0.8
462202,11.8,4.3,7.4,1.1
462301,8.7,0.5,4.2,0.5
462302,19.7,5.2,3,4.5
462400,6.2,0.3,1.4,0.5
462500,2.4,1.4,1.2,3.5
462600,2.6,0.8,1.2,0.6
462700,9.8,3.9,0.3,1.3
462800,7,0.6,1.6,1.9
462900,2.1,0,0.3,0.3
463000,12.6,2.5,1.3,0.2
463101,9.1,1.7,1.3,0
463102,2.1,0.9,0.9,3.3
463200,7.3,1.9,0.3,0.2
463300,14.1,0,1.1,0
463400,8.7,1.2,0.8,0.3
463500,24,4.2,5.7,4.4
463601,14.3,4.8,2,2
463602,19.7,4.1,6.7,7
463700,23.4,3.1,4.4,0.7
463800,5.8,1.5,2.2,1.8
463900,8,1.6,0.7,0.8
464000,2.6,0.7,2.6,5.8
464100,5.7,0.1,1.4,0.6
464200,4.6,0.2,0,1.5
480002,7.9,0.3,1.4,1.3
480011,6.8,1.2,0.7,2
480012,4.9,0.4,0.9,1.9
480101,2.4,1,0,2.1
480102,3.2,0.6,1.1,1.7
480201,4.5,0.3,1.1,0.9
480202,5.7,0.5,1.5,1
480302,10.3,0.9,0,0.9
480303,11.5,1.7,1.1,5.3
480304,13.1,0.4,0.5,3.2
480400,6.4,0.3,0,1.7
480500,3.6,0.5,0.3,0.4
480600,11,1.4,1,2.9
480702,3.9,0,0.7,3
480703,7.7,0.8,2.8,0
480704,11.5,0.7,1.1,0.8
480802,2.2,0,0,0.4
480803,5,0.7,0.5,0
480804,7.5,0.7,0.1,1.1
480901,6,1.1,0.2,2.1
480902,14.3,0,0,0.6
480903,5.7,0,0.7,5.6
481001,15.8,0.2,0.5,1.1
481002,14.2,2.4,1.2,1.4
481101,9.4,1.2,0.8,2.5
481102,10,0.2,4.1,2.9
481103,3.9,0.6,0.4,1
481201,8.7,0.2,0.3,2
481202,6.4,0.3,0.1,1.1
481300,1,0.3,0,1.8
481401,4.3,0.3,0.3,2.7
481402,4.9,0.7,0.3,0.7
481500,7,2.1,0.3,2.3
481603,10.8,3.7,1.3,3.6
481604,9.1,0.6,0,1.7
481605,8.2,0.4,0,0
481606,6.2,1.1,1.2,0.6
481711,10,0.2,0,1.2
481712,4.9,0,0,1.3
481713,6.4,0.2,0,2.8
481714,8.2,0.6,0.8,2.5
481800,3.2,0.2,0,0.8
481901,6.1,0.9,0.2,1.5
481902,7.3,0.9,0,0.2
482001,1.7,0.8,0.8,1.6
482002,7.1,0,0.4,0.4
482101,5.3,0.2,0.2,1.1
482102,10.8,0.3,0.4,3.8
482201,5,0,0,2.4
482202,3.2,0.2,0.3,1
482301,2.5,0,0.3,3.1
482303,4.5,0.2,0,0.7
482304,3.5,0.2,0,1.6
482401,3,0,0.3,0.2
482402,3.5,0.1,0.4,1.7
482502,7,0.1,0.2,0.2
482503,2.6,0,0.1,0.5
482521,6.6,0.4,0,0.9
482522,8.1,2.6,0,0.3
482600,7.1,0,2.3,0.5
482701,2.1,1.2,0.3,0.2
482702,5.2,0.5,0.5,0.2
482800,4.9,0.3,0.2,0.8
500100,3.7,0.5,0.7,0.1
500201,4.8,0.9,0,0
500202,2.5,0.5,0.5,0.2
500300,2.2,0.8,0,0
500402,11,0,0.1,0.3
500403,2.6,0,1.4,0.8
500404,4.1,0.7,0.4,0.2
500500,12.5,0,0,1.4
500600,6.2,0.7,0,0
500700,6.6,1.5,0.2,0.3
500800,6.7,0.9,0.3,0.3
500900,11.8,0.2,0,0.9
501001,1.8,0.4,0.2,0
501002,4.5,0.2,0,0
501200,4.1,0.3,0.7,0
501300,3.9,0.2,1,1.9
501400,8.8,0.2,0,1.3
501501,5,0.6,0.2,0
501503,13.6,0.5,0.5,0
501504,9,0.8,0.2,0
501600,11,3.4,0.9,0.2
501700,3,0.1,0,0
501802,14.5,0.2,0.5,0
501803,7.9,1.7,0.6,0.3
501804,9.3,0.8,0.3,0
501900,4.9,0.8,0.2,0
502003,6.5,1.6,0,0
502004,3.1,0.1,0.1,0.7
502005,8,0.8,0.2,0.2
502100,9.4,1.1,0.6,0
502200,4,0.3,0.2,0.2
502301,8,0,0.4,0
502302,6.2,1.3,0,1
502401,3,0.2,0.3,0
502402,3.5,0.7,0,0.5
502500,5.3,0.3,0,0
502601,3.9,0.2,0.5,0.2
502602,6.1,0,0.2,0.5
502700,3,0.1,0.4,0
502801,8.7,0.5,0.6,0.2
502802,8,1.3,0,1.2
502901,3.2,1.4,0,0
502902,4.4,0.8,0,0
503000,4,0.4,0.1,0
503103,8.5,0,0,0.6
503104,1.6,0,0,0.2
503105,8.7,0.7,0.9,1
503106,6.6,0.2,0,0.5
503201,2.7,0.3,0.4,0.5
503202,5.5,0.1,0.1,0
503301,0.9,1.7,0.5,0.4
503302,10,0.2,0.1,0
503401,5.4,1.5,1.1,0
503402,8.8,2.7,0.5,0.1
503501,6.7,0.8,0.1,0
503502,3.7,6.6,0,0.2
503601,2.5,1,0.5,0
503602,2.8,1.2,0.2,0.7
503701,6.2,3.3,0.3,0
503702,6.3,2,0,0.3
503703,5,1.7,0.3,0.5
503801,3.9,7.5,0,0.7
503802,4.4,0.5,0.2,0.4
503901,0.9,0,0.2,0.2
503902,5.9,1,0.6,0.3
504001,11.5,6.6,2.6,0.6
504002,8.3,1.3,2,0
504101,4.2,1.4,0.3,0
504102,0,0,0,0
530003,3,0.5,0,0
530004,5.6,1.5,0.5,0.2
530005,1.4,1.3,1.6,0
530006,4.9,1.2,1.9,2.9
530101,6.8,0,0,0
530102,4.3,0.3,0.6,0
530202,1.3,0.6,0,1
530203,4.9,0,0,0.3
530204,13.5,0.3,2.3,0
530301,0.9,0,0.2,0
530302,4.2,0.8,0.4,0
530400,5.1,0,0,0
530500,4.1,0.5,0,0
530601,6.5,0.4,0.4,0
530602,3.6,0,0,0
530700,5,0.5,0,0
530801,4.5,0.2,0,0
530802,3,0.4,0,0.3
530901,4.9,0,0.1,0.2
530902,3.5,0,0,0.2
531000,2.9,0.2,0.2,0.4
531101,4.8,1.9,0.2,0
531102,5.3,0.5,0,0.9
531201,3.6,0,0,0
531202,11.7,0,0,0
531301,10.7,0.2,0.6,1.1
